classname,method,docstring,annotations,method_definition
org.apache.commons.beanutils.bugs.Jira492TestCase,void getPropertyDescriptor(),,,"@Test
    public void getPropertyDescriptor() throws Exception {
        PropertyDescriptor propDesc = propertyUtils.getPropertyDescriptor(bean, ""someList"");
        if (supportsIndexedLists()) {
            // Java 7 or earlier? (BEANUTILS-492)
            IndexedPropertyDescriptor indexed = (IndexedPropertyDescriptor) propDesc;
            assertEquals(String.class, indexed.getIndexedReadMethod().getReturnType());
        }
    }"
org.apache.commons.beanutils.bugs.Jira61TestCase,void main(final String[] args),"/**
     * Run the Test.
     *
     * @param args Arguments
     */",,"public static void main(final String[] args) {
        junit.textui.TestRunner.run(suite());
    }"
org.apache.commons.beanutils.bugs.Jira61TestCase,suite(),"/**
     * Create a test suite for this test.
     *
     * @return a test suite
     */",,"public static Test suite() {
        return (new TestSuite(Jira61TestCase.class));
    }"
org.apache.commons.beanutils.bugs.Jira61TestCase,void setUp(),"/**
     * Set up.
     *
     * @throws java.lang.Exception
     */",,"@Override
    protected void setUp() throws Exception {
        super.setUp();
        testBean = Jira61BeanFactory.createBean();
        PropertyUtils.getPropertyDescriptor(testBean, ""mappedReadOnly"");
        PropertyUtils.getPropertyDescriptor(testBean, ""mappedWriteOnly"");
        wrapDynaBean = new WrapDynaBean(testBean);
    }"
org.apache.commons.beanutils.bugs.Jira61TestCase,void tearDown(),"/**
     * Tear Down.
     *
     * @throws java.lang.Exception
     */",,"@Override
    protected void tearDown() throws Exception {
        super.tearDown();
    }"
org.apache.commons.beanutils.bugs.Jira61TestCase,void testIssue_BEANUTILS_61_PropertyUtils_isReadable(),"/**
     * Test {@link PropertyUtils#isReadable(Object, String)}
     * for simple properties.
     */",,"public void testIssue_BEANUTILS_61_PropertyUtils_isReadable() {
        boolean result = false;

        try {
            result = PropertyUtils.isReadable(wrapDynaBean, ""simpleReadOnly"");
        } catch (final Throwable t) {
            log.error(""ERROR "" + t, t);
            fail(""simpleReadOnly Threw exception: "" + t);
        }
        assertTrue(""PropertyUtils.isReadable(bean, \""simpleReadOnly\"") returned "" + result, result);

        try {
            result = PropertyUtils.isReadable(wrapDynaBean, ""simpleWriteOnly"");
        } catch (final Throwable t) {
            log.error(""ERROR "" + t, t);
            fail(""simpleWriteOnly Threw exception: "" + t);
        }
        assertFalse(""PropertyUtils.isReadable(bean, \""simpleWriteOnly\"") returned "" + result, result);
    }"
org.apache.commons.beanutils.bugs.Jira61TestCase,void testIssue_BEANUTILS_61_PropertyUtils_isWriteable(),"/**
     * Test {@link PropertyUtils#isWriteable(Object, String)}
     * for simple properties.
     */",,"public void testIssue_BEANUTILS_61_PropertyUtils_isWriteable() {
        boolean result = false;

        try {
            result = PropertyUtils.isWriteable(wrapDynaBean, ""simpleReadOnly"");
        } catch (final Throwable t) {
            log.error(""ERROR "" + t, t);
            fail(""simpleReadOnly Threw exception: "" + t);
        }
        assertFalse(""PropertyUtils.isWriteable(bean, \""simpleReadOnly\"") returned "" + result, result);

        try {
            result = PropertyUtils.isWriteable(wrapDynaBean, ""simpleWriteOnly"");
        } catch (final Throwable t) {
            log.error(""ERROR "" + t, t);
            fail(""simpleWriteOnly Threw exception: "" + t);
        }
        assertTrue(""PropertyUtils.isWriteable(bean, \""simpleWriteOnly\"") returned "" + result, result);
    }"
org.apache.commons.beanutils.bugs.Jira61TestCase,void testIssue_BEANUTILS_61_PropertyUtils_isReadable_Indexed(),"/**
     * Test {@link PropertyUtils#isReadable(Object, String)}
     * for indexed properties.
     */",,"public void testIssue_BEANUTILS_61_PropertyUtils_isReadable_Indexed() {
        boolean result = false;

        try {
            result = PropertyUtils.isReadable(wrapDynaBean, ""indexedReadOnly"");
        } catch (final Throwable t) {
            log.error(""ERROR "" + t, t);
            fail(""indexedReadOnly Threw exception: "" + t);
        }
        assertTrue(""PropertyUtils.isReadable(bean, \""indexedReadOnly\"") returned "" + result, result);

        try {
            result = PropertyUtils.isReadable(wrapDynaBean, ""indexedWriteOnly"");
        } catch (final Throwable t) {
            log.error(""ERROR "" + t, t);
            fail(""indexedWriteOnly Threw exception: "" + t);
        }
        assertFalse(""PropertyUtils.isReadable(bean, \""indexedWriteOnly\"") returned "" + result, result);
    }"
org.apache.commons.beanutils.bugs.Jira61TestCase,void testIssue_BEANUTILS_61_PropertyUtils_isReadable_Mapped(),"/**
     * Test {@link PropertyUtils#isReadable(Object, String)}
     * for mapped properties.
     */",,"public void testIssue_BEANUTILS_61_PropertyUtils_isReadable_Mapped() {
        boolean result = false;

        try {
            result = PropertyUtils.isReadable(wrapDynaBean, ""mappedReadOnly"");
        } catch (final Throwable t) {
            log.error(""ERROR "" + t, t);
            fail(""mappedReadOnly Threw exception: "" + t);
        }
        assertTrue(""PropertyUtils.isReadable(bean, \""mappedReadOnly\"") returned "" + result, result);

        try {
            result = PropertyUtils.isReadable(wrapDynaBean, ""mappedWriteOnly"");
        } catch (final Throwable t) {
            log.error(""ERROR "" + t, t);
            fail(""mappedWriteOnly Threw exception: "" + t);
        }
        assertFalse(""PropertyUtils.isReadable(bean, \""mappedWriteOnly\"") returned "" + result, result);
    }"
org.apache.commons.beanutils.bugs.Jira61TestCase,void testIssue_BEANUTILS_61_PropertyUtils_isWriteable_Indexed(),"/**
     * Test {@link PropertyUtils#isWriteable(Object, String)}
     * for indexed properties.
     */",,"public void testIssue_BEANUTILS_61_PropertyUtils_isWriteable_Indexed() {
        boolean result = false;

        try {
            result = PropertyUtils.isWriteable(wrapDynaBean, ""indexedReadOnly"");
        } catch (final Throwable t) {
            log.error(""ERROR "" + t, t);
            fail(""indexedReadOnly Threw exception: "" + t);
        }
        assertFalse(""PropertyUtils.isWriteable(bean, \""indexedReadOnly\"") returned "" + result, result);

        try {
            result = PropertyUtils.isWriteable(wrapDynaBean, ""indexedWriteOnly"");
        } catch (final Throwable t) {
            log.error(""ERROR "" + t, t);
            fail(""indexedWriteOnly Threw exception: "" + t);
        }
        assertTrue(""PropertyUtils.isWriteable(bean, \""indexedWriteOnly\"") returned "" + result, result);
    }"
org.apache.commons.beanutils.bugs.Jira61TestCase,void testIssue_BEANUTILS_61_PropertyUtils_isWriteable_Mapped(),"/**
     * Test {@link PropertyUtils#isWriteable(Object, String)}
     * for mapped properties.
     */",,"public void testIssue_BEANUTILS_61_PropertyUtils_isWriteable_Mapped() {
        boolean result = false;

        try {
            result = PropertyUtils.isWriteable(wrapDynaBean, ""mappedReadOnly"");
        } catch (final Throwable t) {
            log.error(""ERROR "" + t, t);
            fail(""mappedReadOnly Threw exception: "" + t);
        }
        assertFalse(""PropertyUtils.isWriteable(bean, \""mappedReadOnly\"") returned "" + result, result);

        try {
            result = PropertyUtils.isWriteable(wrapDynaBean, ""mappedWriteOnly"");
        } catch (final Throwable t) {
            log.error(""ERROR "" + t, t);
            fail(""mappedWriteOnly Threw exception: "" + t);
        }
        assertTrue(""PropertyUtils.isWriteable(bean, \""mappedWriteOnly\"") returned "" + result, result);
    }"
org.apache.commons.beanutils.bugs.Jira61TestCase,void testIssue_BEANUTILS_61_PropertyUtils_getProperty(),"/**
     * Test {@link PropertyUtils#getProperty(Object, String)}
     * for simple properties.
     */",,"public void testIssue_BEANUTILS_61_PropertyUtils_getProperty() {
        boolean threwIllegalArgumentException = false;
        Object result = null;
        try {
            result = PropertyUtils.getProperty(wrapDynaBean, ""simpleReadOnly"");
        } catch (final Throwable t) {
            log.error(""ERROR "" + t, t);
            fail(""simpleWriteOnly Threw exception: "" + t);
        }
        assertEquals(""simpleReadOnly"", testBean.getSimpleReadOnly(), result);

        try {
            result = PropertyUtils.getProperty(wrapDynaBean, ""simpleWriteOnly"");
        } catch (final IllegalArgumentException ex) {
            threwIllegalArgumentException = true; // expected result
        } catch (final Throwable t) {
            log.error(""ERROR "" + t, t);
            fail(""simpleWriteOnly Threw exception: "" + t);
        }
        assertTrue(""Expected IllegalArgumentException but returned '"" + result + ""'"", threwIllegalArgumentException);
    }"
org.apache.commons.beanutils.bugs.Jira61TestCase,void testIssue_BEANUTILS_61_PropertyUtils_setProperty(),"/**
     * Test {@link PropertyUtils#setProperty(Object, String, Object)}
     * for simple properties.
     */",,"public void testIssue_BEANUTILS_61_PropertyUtils_setProperty() {
        boolean threwIllegalArgumentException = false;
        try {
            PropertyUtils.setProperty(wrapDynaBean, ""simpleReadOnly"", ""READONLY-SIMPLE-BAR"");
        } catch (final IllegalArgumentException ex) {
            threwIllegalArgumentException = true; // expected result
        } catch (final Throwable t) {
            log.error(""ERROR "" + t, t);
            fail(""simpleReadOnly Threw exception: "" + t);
        }
        assertTrue(""Expected IllegalArgumentException"", threwIllegalArgumentException);

        try {
            PropertyUtils.setProperty(wrapDynaBean, ""simpleWriteOnly"", ""SIMPLE-BAR"");
        } catch (final Throwable t) {
            log.error(""ERROR "" + t, t);
            fail(""simpleWriteOnly Threw exception: "" + t);
        }
        assertEquals(""simpleWriteOnly"", testBean.getSimpleReadOnly(), ""SIMPLE-BAR"");
    }"
org.apache.commons.beanutils.bugs.Jira61TestCase,void testIssue_BEANUTILS_61_PropertyUtils_getProperty_Indexed(),"/**
     * Test {@link PropertyUtils#getProperty(Object, String)}
     * for indexed properties.
     */",,"public void testIssue_BEANUTILS_61_PropertyUtils_getProperty_Indexed() {
        boolean threwIllegalArgumentException = false;
        Object result = null;
        try {
            result = PropertyUtils.getProperty(wrapDynaBean, ""indexedReadOnly[0]"");
        } catch (final Throwable t) {
            log.error(""ERROR "" + t, t);
            fail(""indexedReadOnly Threw exception: "" + t);
        }
        assertEquals(""indexedReadOnly"", testBean.getIndexedReadOnly(0), result);

        try {
            result = PropertyUtils.getProperty(wrapDynaBean, ""indexedWriteOnly[0]"");
        } catch (final IllegalArgumentException ex) {
            threwIllegalArgumentException = true; // expected result
        } catch (final Throwable t) {
            log.error(""ERROR "" + t, t);
            fail(""indexedWriteOnly Threw exception: "" + t);
        }
        assertTrue(""Expected IllegalArgumentException but returned '"" + result + ""'"", threwIllegalArgumentException);
    }"
org.apache.commons.beanutils.bugs.Jira61TestCase,void testIssue_BEANUTILS_61_PropertyUtils_setProperty_Indexed(),"/**
     * Test {@link PropertyUtils#setProperty(Object, String, Object)}
     * for indexed properties.
     */",,"public void testIssue_BEANUTILS_61_PropertyUtils_setProperty_Indexed() {
        boolean threwIllegalArgumentException = false;
        try {
            PropertyUtils.setProperty(wrapDynaBean, ""indexedReadOnly[0]"", ""READONLY-INDEXED-BAR"");
        } catch (final IllegalArgumentException ex) {
            threwIllegalArgumentException = true; // expected result
        } catch (final Throwable t) {
            log.error(""ERROR "" + t, t);
            fail(""indexedReadOnly Threw exception: "" + t);
        }
        assertTrue(""Expected IllegalArgumentException"", threwIllegalArgumentException);

        try {
            PropertyUtils.setProperty(wrapDynaBean, ""indexedWriteOnly[0]"", ""INDEXED-BAR"");
        } catch (final Throwable t) {
            log.error(""ERROR "" + t, t);
            fail(""indexedWriteOnly Threw exception: "" + t);
        }
        assertEquals(""indexedWriteOnly"", testBean.getIndexedReadOnly(0), ""INDEXED-BAR"");
    }"
org.apache.commons.beanutils.bugs.Jira61TestCase,void testIssue_BEANUTILS_61_PropertyUtils_getProperty_Mapped(),"/**
     * Test {@link PropertyUtils#getProperty(Object, String)}
     * for mapped properties.
     */",,"public void testIssue_BEANUTILS_61_PropertyUtils_getProperty_Mapped() {
        boolean threwIllegalArgumentException = false;
        Object result = null;
        try {
            result = PropertyUtils.getProperty(wrapDynaBean, ""mappedReadOnly(foo-key)"");
        } catch (final Throwable t) {
            log.error(""ERROR "" + t, t);
            fail(""mappedReadOnly Threw exception: "" + t);
        }
        assertEquals(""mappedReadOnly"", testBean.getMappedReadOnly(""foo-key""), result);

        try {
            result = PropertyUtils.getProperty(wrapDynaBean, ""mappedWriteOnly(foo-key)"");
        } catch (final IllegalArgumentException ex) {
            threwIllegalArgumentException = true; // expected result
        } catch (final Throwable t) {
            log.error(""ERROR "" + t, t);
            fail(""mappedWriteOnly Threw exception: "" + t);
        }
        assertTrue(""Expected IllegalArgumentException but returned '"" + result + ""'"", threwIllegalArgumentException);
    }"
org.apache.commons.beanutils.bugs.Jira61TestCase,void testIssue_BEANUTILS_61_PropertyUtils_setProperty_Mapped(),"/**
     * Test {@link PropertyUtils#setProperty(Object, String, Object)}
     * for mapped properties.
     */",,"public void testIssue_BEANUTILS_61_PropertyUtils_setProperty_Mapped() {
        boolean threwIllegalArgumentException = false;
        try {
            PropertyUtils.setProperty(wrapDynaBean, ""mappedReadOnly(foo-key)"", ""READONLY-MAPPED-BAR"");
        } catch (final IllegalArgumentException ex) {
            threwIllegalArgumentException = true; // expected result
        } catch (final Throwable t) {
            log.error(""ERROR "" + t, t);
            fail(""mappedReadOnly Threw exception: "" + t);
        }
        assertTrue(""Expected IllegalArgumentException"", threwIllegalArgumentException);

        try {
            PropertyUtils.setProperty(wrapDynaBean, ""mappedWriteOnly(foo-key)"", ""MAPPED-BAR"");
        } catch (final Throwable t) {
            log.error(""ERROR "" + t, t);
            fail(""mappedWriteOnly Threw exception: "" + t);
        }
        assertEquals(""mappedWriteOnly"", testBean.getMappedReadOnly(""foo-key""), ""MAPPED-BAR"");
    }"
org.apache.commons.beanutils.bugs.Jira61TestCase,void testIssue_BEANUTILS_61_PropertyUtils_copyProperties_to_WrapDynaBean(),"/**
     * Test {@link PropertyUtils#copyProperties(Object, Object)}
     * to a read-only WrapDynaBean property.
     */",,"public void testIssue_BEANUTILS_61_PropertyUtils_copyProperties_to_WrapDynaBean() {
        final String value = ""copied simpleReadOnly"";
        final Map<String, Object> source = new HashMap<String, Object>();
        source.put(""simpleReadOnly"", value);
        try {
            PropertyUtils.copyProperties(wrapDynaBean, source);
        } catch (final Throwable t) {
            log.error(""ERROR "" + t, t);
            fail(""copyProperties Threw exception: "" + t);
        }
        assertFalse(""Target value='"" + value + ""'"", value.equals(testBean.getSimpleReadOnly()));
    }"
org.apache.commons.beanutils.bugs.Jira61TestCase,void testIssue_BEANUTILS_61_PropertyUtils_copyProperties_from_WrapDynaBean(),"/**
     * Test {@link PropertyUtils#copyProperties(Object, Object)}
     * to a read-only WrapDynaBean property.
     */",,"public void testIssue_BEANUTILS_61_PropertyUtils_copyProperties_from_WrapDynaBean() {
        final String value = ""ORIG TARGET VALUE"";
        final TestBean targetBean = Jira61BeanFactory.createBean();
        targetBean.setSimpleWriteOnly(value);
        try {
            PropertyUtils.copyProperties(targetBean, wrapDynaBean);
        } catch (final Throwable t) {
            log.error(""ERROR "" + t, t);
            fail(""copyProperties Threw exception: "" + t);
        }
        assertTrue(""Target value='"" + targetBean.getSimpleReadOnly() + ""'"", value.equals(targetBean.getSimpleReadOnly()));
    }"
org.apache.commons.beanutils.bugs.Jira61TestCase,void testIssue_BEANUTILS_61_BeanUtils_copyProperties_to_WrapDynaBean(),"/**
     * Test {@link BeanUtils#copyProperties(Object, Object)}
     * to a read-only WrapDynaBean property.
     */",,"public void testIssue_BEANUTILS_61_BeanUtils_copyProperties_to_WrapDynaBean() {
        final String value = ""copied simpleReadOnly"";
        final Map<String, Object> source = new HashMap<String, Object>();
        source.put(""simpleReadOnly"", value);
        try {
            BeanUtils.copyProperties(wrapDynaBean, source);
        } catch (final Throwable t) {
            log.error(""ERROR "" + t, t);
            fail(""copyProperties Threw exception: "" + t);
        }
        assertFalse(""Target value='"" + value + ""'"", value.equals(testBean.getSimpleReadOnly()));
    }"
org.apache.commons.beanutils.bugs.Jira61TestCase,void testIssue_BEANUTILS_61_BeanUtils_copyProperties_from_WrapDynaBean(),"/**
     * Test {@link BeanUtils#copyProperties(Object, Object)}
     * to a read-only WrapDynaBean property.
     */",,"public void testIssue_BEANUTILS_61_BeanUtils_copyProperties_from_WrapDynaBean() {
        final String value = ""ORIG TARGET VALUE"";
        final TestBean targetBean = Jira61BeanFactory.createBean();
        targetBean.setSimpleWriteOnly(value);
        try {
            BeanUtils.copyProperties(targetBean, wrapDynaBean);
        } catch (final Throwable t) {
            log.error(""ERROR "" + t, t);
            fail(""copyProperties Threw exception: "" + t);
        }
        assertTrue(""Target value='"" + targetBean.getSimpleReadOnly() + ""'"", value.equals(targetBean.getSimpleReadOnly()));
    }"
org.apache.commons.beanutils.bugs.Jira347TestCase,void testMappedPropertyDescriptor_AnyArgsProperty(),"/**
     * Tests that MappedPropertyDescriptor does not throw an exception while re-creating a Method reference after it
     * has been garbage collected under the following circumstances.
     * - a class has a property 'mappedProperty'
     * - there is no getter for this property
     * - there is method setMappedProperty(MappedPropertyTestBean,MappedPropertyTestBean)
     *
     * In this case getMappedWriteMethod should not throw an exception after the method reference has been garbage collected.
     * It is essential that in both cases the same method is returned or in both cases null.
     * If the constructor of the MappedPropertyDescriptor would recognize the situation (of the first param not being of type String)
     * this would be fine as well.
     */",,"public void testMappedPropertyDescriptor_AnyArgsProperty() throws Exception {
        final String className = ""org.apache.commons.beanutils.MappedPropertyTestBean"";
        final ClassLoader loader = newClassLoader();
        final Class<?> beanClass    = loader.loadClass(className);
        beanClass.newInstance();
        // -----------------------------------------------------------------------------

        // Sanity checks only
        assertNotNull(""ClassLoader is null"", loader);
        assertNotNull(""BeanClass is null"", beanClass);
        assertNotSame(""ClassLoaders should be different.."", getClass().getClassLoader(), beanClass.getClassLoader());
        assertSame(""BeanClass ClassLoader incorrect"", beanClass.getClassLoader(), loader);

        // now start the test
        MappedPropertyDescriptor descriptor = null;
        try {
          descriptor = new MappedPropertyDescriptor(""anyMapped"", beanClass);
        }
        catch (final IntrospectionException e) {
          // this would be fine as well
        }

        if (descriptor != null) {
            final String m1 = getMappedWriteMethod(descriptor);
             forceGarbageCollection();
             try {
                 final String m2 = getMappedWriteMethod(descriptor);
                 assertEquals(""Method returned post garbage collection differs from Method returned prior to gc"", m1, m2);
             }
             catch (final RuntimeException e) {
                 fail(""getMappedWriteMethod threw an exception after garbage collection "" + e);
             }
        }
    }"
org.apache.commons.beanutils.bugs.Jira347TestCase,getMappedWriteMethod(final MappedPropertyDescriptor descriptor),"/**
     * Retrieves the string representation of the mapped write method
     * for the given descriptor.
     * This conversion is needed as there must not be strong reference to the
     * Method object outside of this method as otherwise the garbage collector will not
     * clean up the soft reference within the MappedPropertyDescriptor.
     *
     * @return the string representation or null if mapped write method does not exist
     */",,"private String getMappedWriteMethod(final MappedPropertyDescriptor descriptor) {
        final Method m = descriptor.getMappedWriteMethod();
        return m == null ? null : m.toString();
    }"
org.apache.commons.beanutils.bugs.Jira347TestCase,void forceGarbageCollection(),"/**
     * Try to force the garbage collector to run by filling up memory and calling System.gc().
     */",,"private void forceGarbageCollection() throws Exception {
        // Fill up memory
        final SoftReference<Object> ref = new SoftReference<Object>(new Object());
        int count = 0;
        while(ref.get() != null && count++ < 5) {
            ArrayList<Object> list = new ArrayList<Object>();
            try {
                long i = 0;
                while (true && ref.get() != null) {
                    list.add(""A Big String A Big String A Big String A Big String A Big String A Big String A Big String A Big String A Big String A Big String "" + (i++));
                }
            } catch (final Throwable ignored) {
            }
            list.clear();
            list = null;
            // System.out.println(""Count "" + count + "" : "" + getMemoryStats());
            System.gc();
            Thread.sleep(1000);
        }
        // System.out.println(""After GC: "" + getMemoryStats());

        if (ref.get() != null) {
            throw new IllegalStateException(""Your JVM is not releasing SoftReference, try running the testcase with less memory (-Xmx)"");
        }
    }"
org.apache.commons.beanutils.bugs.Jira347TestCase,newClassLoader(),"/**
     * Create a new class loader instance.
     */",,"private static URLClassLoader newClassLoader() throws MalformedURLException {

        final String dataFilePath = MemoryLeakTestCase.class.getResource(""pojotests"").getFile();
        //System.out.println(""dataFilePath: "" + dataFilePath);
        final String location = ""file://"" + dataFilePath.substring(0,dataFilePath.length()-""org.apache.commons.beanutils.memoryleaktests.pojotests"".length());
        //System.out.println(""location: "" + location);

        final StringBuilder newString = new StringBuilder();
        for (int i=0;i<location.length();i++) {
            if (location.charAt(i)=='\\') {
                newString.append(""/"");
            } else {
                newString.append(location.charAt(i));
            }
        }
        final String classLocation = newString.toString();
        //System.out.println(""classlocation: "" + classLocation);

        final URLClassLoader theLoader = URLClassLoader.newInstance(new URL[]{new URL(classLocation)},null);
        return theLoader;
    }"
org.apache.commons.beanutils.bugs.Jira458TestCase,void checkConversionWithNullDefault(final String input),"/**
     * Helper method for testing a conversion with null as default.
     *
     * @param input the input string
     */",,"private void checkConversionWithNullDefault(final String input) {
        final Converter converter = new IntegerLocaleConverter(null, Locale.US);
        assertNull(""Wrong result"", converter.convert(Integer.class, input));
    }"
org.apache.commons.beanutils.bugs.Jira458TestCase,void testConversionWithNullDefaultNullInput(),"/**
     * Tests a conversion passing in null.
     */",,"public void testConversionWithNullDefaultNullInput() {
        checkConversionWithNullDefault(null);
    }"
org.apache.commons.beanutils.bugs.Jira458TestCase,void testConversionWithNullDefaultEmptyString(),"/**
     * Tests a conversion passing in an empty string.
     */",,"public void testConversionWithNullDefaultEmptyString() {
        checkConversionWithNullDefault("""");
    }"
org.apache.commons.beanutils.bugs.Jira456TestCase,void setUp(),,,"@Override
    protected void setUp() throws Exception {
        super.setUp();
        pub = new PropertyUtilsBean();
        pub.addBeanIntrospector(new FluentPropertyBeanIntrospector());
    }"
org.apache.commons.beanutils.bugs.Jira456TestCase,clearWriteMethodRef(),"/**
     * Clears the reference to the write method in the property descriptor of the test
     * property. This simulates that the write method reference is freed by the GC.
     *
     * @return the bean instance used for testing
     * @throws Exception if an error occurs
     */",,"private FluentIntrospectionTestBean clearWriteMethodRef() throws Exception {
        final FluentIntrospectionTestBean bean = new FluentIntrospectionTestBean();
        final PropertyDescriptor pd = pub.getPropertyDescriptor(bean, TEST_PROP);

        // simulate that the write method reference is freed
        pd.setWriteMethod(null);
        return bean;
    }"
org.apache.commons.beanutils.bugs.Jira456TestCase,void testWriteMethodRecover(),"/**
     * Tests whether a lost write method is automatically recovered and can be invoked.
     */",,"public void testWriteMethodRecover() throws Exception {
        final FluentIntrospectionTestBean bean = clearWriteMethodRef();
        final String value = ""Test value"";
        pub.setProperty(bean, TEST_PROP, value);
        assertEquals(""Property not set"", value, bean.getFluentGetProperty());
    }"
org.apache.commons.beanutils.bugs.Jira456TestCase,void testPropertyIsWritable(),"/**
     * Tests whether a property is recognized as writable even if the reference to its
     * write method was freed.
     */",,"public void testPropertyIsWritable() throws Exception {
        final FluentIntrospectionTestBean bean = clearWriteMethodRef();
        assertTrue(""Not writable"", pub.isWriteable(bean, TEST_PROP));
    }"
org.apache.commons.beanutils.bugs.Jira273TestCase,void main(final String[] args),"/**
     * Run the Test.
     *
     * @param args Arguments
     */",,"public static void main(final String[] args) {
        junit.textui.TestRunner.run(suite());
    }"
org.apache.commons.beanutils.bugs.Jira273TestCase,suite(),"/**
     * Create a test suite for this test.
     *
     * @return a test suite
     */",,"public static Test suite() {
        return (new TestSuite(Jira273TestCase.class));
    }"
org.apache.commons.beanutils.bugs.Jira273TestCase,void setUp(),"/**
     * Set up.
     *
     * @throws java.lang.Exception
     */",,"@Override
    protected void setUp() throws Exception {
        super.setUp();
    }"
org.apache.commons.beanutils.bugs.Jira273TestCase,void tearDown(),"/**
     * Tear Down.
     *
     * @throws java.lang.Exception
     */",,"@Override
    protected void tearDown() throws Exception {
        super.tearDown();
    }"
org.apache.commons.beanutils.bugs.Jira273TestCase,void testIssue_BEANUTILS_273_AnnonymousOverriden(),"/**
     * Test with an annonymous class that overrides a public method
     * of a public class.
     */",,"public void testIssue_BEANUTILS_273_AnnonymousOverriden() {
        final Object bean = Jira273BeanFactory.createAnnonymousOverriden();
        Object result = null;
        try {
            result = PropertyUtils.getProperty(bean, ""beanValue"");
        } catch (final Throwable t) {
            log.error(""AnnonymousOverriden: "" + t.getMessage(), t);
            fail(""AnnonymousOverriden Threw exception: "" + t);
        }
        assertEquals(""AnnonymousOverriden"", result);
    }"
org.apache.commons.beanutils.bugs.Jira273TestCase,void testIssue_BEANUTILS_273_AnnonymousNotOverriden(),"/**
     * Test with an annonymous class that inherits a public method
     * of a public class.
     */",,"public void testIssue_BEANUTILS_273_AnnonymousNotOverriden() {
        final Object bean = Jira273BeanFactory.createAnnonymousNotOverriden();
        Object result = null;
        try {
            result = PropertyUtils.getProperty(bean, ""beanValue"");
        } catch (final Throwable t) {
            log.error(""AnnonymousNotOverriden: "" + t.getMessage(), t);
            fail(""AnnonymousNotOverriden Threw exception: "" + t);
        }
        assertEquals(""PublicBeanWithMethod"", result);
    }"
org.apache.commons.beanutils.bugs.Jira273TestCase,void testIssue_BEANUTILS_273_PrivatePublicNotOverriden(),"/**
     * Test with an private class that inherits a public method
     * of a public class.
     */",,"public void testIssue_BEANUTILS_273_PrivatePublicNotOverriden() {
        final Object bean = Jira273BeanFactory.createPrivatePublicNotOverriden();
        Object result = null;
        try {
            result = PropertyUtils.getProperty(bean, ""beanValue"");
        } catch (final Throwable t) {
            log.error(""PrivatePublicNotOverriden: "" + t.getMessage(), t);
            fail(""PrivatePublicNotOverriden Threw exception: "" + t);
        }
        assertEquals(""PublicBeanWithMethod"", result);
    }"
org.apache.commons.beanutils.bugs.Jira273TestCase,void testIssue_BEANUTILS_273_PrivatePublicOverriden(),"/**
     * Test with an private class that overrides a public method
     * of a public class.
     */",,"public void testIssue_BEANUTILS_273_PrivatePublicOverriden() {
        final Object bean = Jira273BeanFactory.createPrivatePublicOverriden();
        Object result = null;
        try {
            result = PropertyUtils.getProperty(bean, ""beanValue"");
        } catch (final Throwable t) {
            log.error(""PrivatePublicOverriden: "" + t.getMessage(), t);
            fail(""PrivatePublicOverriden Threw exception: "" + t);
        }
        assertEquals(""PrivatePublicOverriden"", result);
    }"
org.apache.commons.beanutils.bugs.Jira273TestCase,void testIssue_BEANUTILS_273_PrivatePrivatePublicNotOverriden(),"/**
     * Test with an private class that inherits a public method
     * of a ""grand parent"" public class.
     */",,"public void testIssue_BEANUTILS_273_PrivatePrivatePublicNotOverriden() {
        final Object bean = Jira273BeanFactory.createPrivatePrivatePublicNotOverriden();
        Object result = null;
        try {
            result = PropertyUtils.getProperty(bean, ""beanValue"");
        } catch (final Throwable t) {
            log.error(""PrivatePrivatePublicNotOverriden: "" + t.getMessage(), t);
            fail(""PrivatePrivatePublicNotOverriden Threw exception: "" + t);
        }
        assertEquals(""PublicBeanWithMethod"", result);
    }"
org.apache.commons.beanutils.bugs.Jira273TestCase,void testIssue_BEANUTILS_273_PrivatePrivatePublicOverriden(),"/**
     * Test with an private class that overrides a public method
     * of a ""grand parent"" public class.
     */",,"public void testIssue_BEANUTILS_273_PrivatePrivatePublicOverriden() {
        final Object bean = Jira273BeanFactory.createPrivatePrivatePublicOverriden();
        Object result = null;
        try {
            result = PropertyUtils.getProperty(bean, ""beanValue"");
        } catch (final Throwable t) {
            log.error(""PrivatePrivatePublicOverriden: "" + t.getMessage(), t);
            fail(""PrivatePrivatePublicOverriden Threw exception: "" + t);
        }
        assertEquals(""PrivatePrivatePublicOverriden"", result);
    }"
org.apache.commons.beanutils.bugs.Jira349TestCase,void main(final String[] args),"/**
     * Run the Test.
     *
     * @param args Arguments
     */",,"public static void main(final String[] args) {
        junit.textui.TestRunner.run(suite());
    }"
org.apache.commons.beanutils.bugs.Jira349TestCase,suite(),"/**
     * Create a test suite for this test.
     *
     * @return a test suite
     */",,"public static Test suite() {
        return (new TestSuite(Jira349TestCase.class));
    }"
org.apache.commons.beanutils.bugs.Jira349TestCase,void setUp(),"/**
     * Set up.
     *
     * @throws java.lang.Exception
     */",,"@Override
    protected void setUp() throws Exception {
        super.setUp();
    }"
org.apache.commons.beanutils.bugs.Jira349TestCase,void tearDown(),"/**
     * Tear Down.
     *
     * @throws java.lang.Exception
     */",,"@Override
    protected void tearDown() throws Exception {
        super.tearDown();
    }"
